replicate,status,input_rms_shift,initial_p_c,initial_nu,p_c,nu,loss,converged,evaluations,boundary_hit
118,ok,0.0012442028535334332,0.1,1.25,0.09759896059955349,1.2763194116359036,32.531295138452414,true,72,false
119,ok,0.0012046135592630781,0.1,1.25,0.09788925573578305,1.284151635669946,34.58731571716151,true,74,false
120,ok,0.0013852463345583575,0.1,1.25,0.09759222731418006,1.2953919483611327,43.884776354504154,true,71,false
121,ok,0.0012291611110985495,0.1,1.25,0.09789315447406839,1.2773282357310511,37.114731036837505,true,73,false
122,ok,0.0011654607524203213,0.1,1.25,0.09796802395077694,1.2840839439373155,35.77541678198904,true,75,false
123,ok,0.0013316220499641094,0.1,1.25,0.09769136164142492,1.2657106314627151,39.073762214026615,true,71,false
124,ok,0.0011401478136790094,0.1,1.25,0.09748534258826008,1.2936509279426964,33.80507797889822,true,69,false
125,ok,0.001167306702744222,0.1,1.25,0.0979038353988646,1.2979979869668006,37.40528235690191,true,64,false
126,ok,0.0014232379185643868,0.1,1.25,0.09766563885858642,1.2744957124458747,39.39207324040572,true,71,false
127,ok,0.0012833718127949305,0.1,1.25,0.09756231806391066,1.2841225796806157,41.8198857275936,true,69,false
128,ok,0.0010678055262899114,0.1,1.25,0.0975839820619497,1.2784711999298306,32.76976788184304,true,70,false
129,ok,0.0012261940514665046,0.1,1.25,0.09780392665803184,1.2893472687203653,38.03136427752577,true,71,false
130,ok,0.001413991373714233,0.1,1.25,0.0976088551887029,1.3122413138827909,49.11087277199434,true,73,false
131,ok,0.0012604036194610924,0.1,1.25,0.09760930037268428,1.2889833871178527,35.20796789256907,true,77,false
132,ok,0.0012045269549433941,0.1,1.25,0.09777291547384623,1.2871389406387583,38.27140640025766,true,74,false
133,ok,0.0010628792714504195,0.1,1.25,0.09721559342765748,1.3105892151885643,39.44930942127684,true,70,false
